uniqueID,drugName,condition,review,rating,date,usefulCount
57476,Oxymorphone,Pain,"""I&#039;m happy to read so many others who have been helped by this medication.  I&#039;ve been taking it for over a year now, each time my pain doctor increases it a bit (I&#039;m now taking 50 mg in the morning and 50 mg at night).  Unfortunately, I really don&#039;t notice that much pain relief from this medication.   I take Norco for &quot;breakthrough pain&quot; and it seems as though I need to take that 4 times a day along with this for relief of my back pain.""",6,30-Nov-08,1
53578,Alesse,Birth Control,"""Alesse is NOT an appropriate birth control choice to help with hormonal acne. One of the main causes of hormonal acne is a rise is androgens (male hormones) which you do NOT need more of if you are experiencing hormonal acne (jawline, chin, cystic). I did not realize that Alesse had added androgens and went on it for just short of a month. Needless to say my face, back and chest area have broken out worse than being off birth control altogether. I am sure this is a great birth control option for some but keep in mind that it is probably not your best bet if your main focus is to decrease your acne. Hope this helps!""",2,19-Jul-16,3
213082,Phenelzine,Depression,"""Works very well for my depression. Only medication I found that actually works.. I have tried a bunch too. From SSRI to SNRI to benzo . I am on 90mg and im about to reach 1 month on Nardil. I hope it only gets better! I really recommend this medication if all the others failed. Love you Nardil!!!""",6,12-Nov-16,14
34373,Tramadol,Pain,"""New reports are claiming Ultram to be highly addictive - the FDA must have decided that the drug works to well and it is too cheap so they put out these reports.I have never felt
anything that would make me addicted except pain relief that enables me to perform my daily tasks.  People need to speak up quickly. My Doctor has decided he wants me to try Elavil which caused rapid weight gain and Cymbalta or Celebrex (very expensive - hmmm!) which caused sexual dysfunction and I felt like a zombie.""",8,13-May-08,285
98867,Nexplanon,Birth Control,"""I had the implant inserted 5 weeks after giving birth. I have not had a period since my postpartum bleeding. It has been about 4 months and it has worked great. I am currently thinking about having it removed due to wanting to try for another baby. Still not decided for sure yet. Insertion did not hurt at all. Best birth control I&#039;ve tried so far.""",10,9-Jul-13,7
107604,Implanon,Birth Control,"""I&#039;ve been using Implanon since June 2009, after being on the Depo shot for 2 years. I love Implanon even more than I loved the shot. There&#039;s no checking its placement-as you have to do with the Nuvaring and IUDs. You don&#039;t have to remember to &quot;take it&quot; everyday, as you do with the pill, and unlike the Depo shot you don&#039;t have to hope that your practitioner has your Depo in stock. If you&#039;re in the military (as I am) when you move from station to station-I think it&#039;s best to have a birth control that &quot;sticks with you&quot; LITERALLY. I don&#039;t have to worry about refills or not having time to run and take my pill. I also haven&#039;t had a period since June 2009, and I&#039;ve NEVER BEEN PREGNANT! It&#039;s very reliable!""",10,18-Apr-10,6
63343,Epiduo,Acne,"""I&#039;m 25 and I&#039;ve tried lots of different approaches to get rid of my acne. This is the first time I&#039;ve had any success. I should add that i had been prescribed benzoyl peroxide in the past but I think i started getting side effects and stopped. I SHOULD NOT HAVE STOPPED. That is my advice to anyone who starts using any benzoyl peroxide creams. Stick with it through the first few weeks of pain. It gets better. At least it did for me. It was so painful to begin with. My skin was red and so sore. It felt like a stinging burning itchy graze all over my face. No, it&#039;s not an easy treatment but this is exactly what i do...clean my face at night, one pump of epiduo, then BIO OIL not moisturiser, wash off in the morning. 1 month in and I&#039;m spot free""",9,12-Nov-16,8
174383,Tri-Lo-Sprintec,Birth Control,"""Tried to make a longer post but had to cut it short. I have been on birth control since around age 21, originally for acne.  I&#039;ve been on Ortho tri cyclen, Yaz, Ortho tri cyclen lo.  My doctor advised me to go back on BC for at least 3 months after returning from zika zone. I was sent Tri Lo Sprintec from my mail order pharm. NEVER AGAIN!  In no particular order, I have extreme irritability, extremely sore boobs, INSOMNIA, experienced my first panic attack, ZERO SEX DRIVE, vaginal dryness, and the worst acne i have had since age 13.  This med is NOT the same as ortho tri cyclin lo, so make sure you insist to your doctor that you do not want it. in all my years of taking BC with little side effects, this has been the worst 3 months ever.""",1,18-Aug-16,8
110462,Nexplanon,Birth Control,"""I got this implant October 2014. I had terrible side effects for about the first month. Dizziness, diarrhea, nausea, and I was always tired. Like. Always. I would fall asleep and my boyfriend would wake me up and I didn&#039;t even know I was sleeping. 5 minutes later I would fall asleep again. It really sucked and I thought about removing it. I also had very irregular bleeding for maybe 5 months. I&#039;m glad I did not get this removed!!! All of those symptoms stopped after the first month (besides the bleeding). Now that I&#039;ve had it for over a year and a half, I never get a period, just occasional spotting every 3 or 4 months. Besides when first inserted, I haven&#039;t had any pain in my arm. Despite the initial side effects, I recommend this""",8,18-Jan-16,1
180470,Diclofenac,Pain,"""Great product, worked well on my low back pain.""",7,13-Jan-09,37
109954,Nexplanon,Birth Control,"""So I had implanon for 3 years and loved it. I got it because my cramps would so bad I would have to leave school, and my periods were really heavy. For the first year, I had really irregular heavy periods, but after that my periods stopped all together and now I don&#039;t have one at all. After the implanon my doctor told me about nexplanon which is basically the same thing but it&#039;s not. I&#039;ve had nexplanon for 1 year and have had no sex drive, terrible anxiety attacks, and have gained about 15 pounds. Getting it taken out ASAP""",5,12-May-16,3
98204,Nexplanon,Birth Control,"""Yes it is great at preventing pregnancy because you loose your entire sex drive. I&#039;ve had mine in for a year now and I&#039;ve seriously only had sex with my husband twice and I basically made myself because I felt so bad for my husband. Bleeding was non-stop which I was told would be..got on the pill to control bleeding because I passed out at work and was alone..not sure how long I was out for before a guard found me. Mood swings are insane crazy. Either I&#039;m a zomby or I&#039;m completely pissed at everything. I would NOT recommend Nexplanon to anyone. I get that every women&#039;s body is different and reacts differently to different medicines but don&#039;t take the chance with Nexplanon. I am getting mine removed ASAP.""",1,29-Jun-15,11
